userid,bookid,issue_date,due_date,return_date
2018CS10387,668459,01/11/2020,01/25/2020,02/27/2020
2018CS10387,358147,02/23/2020,03/08/2020,02/27/2020
2018CS10388,351176,01/06/2020,01/20/2020,01/22/2020
2018CS10388,473788,01/21/2020,02/04/2020,03/03/2020
2018CS10392,620936,02/18/2020,03/03/2020,02/27/2020
2018CS10392,542786,01/25/2020,02/08/2020,02/06/2020
2018CS10393,210298,02/21/2020,03/06/2020,03/02/2020
2018CS10393,215741,02/13/2020,02/27/2020,02/25/2020
2018CS10393,677005,02/12/2020,02/26/2020,02/14/2020
2018CS10397,334735,02/01/2020,02/15/2020,02/01/2020
2018CS10397,164434,01/16/2020,01/30/2020,01/22/2020
2018CS10397,33845,01/04/2020,01/18/2020,02/08/2020
2018CS10397,636757,01/16/2020,01/30/2020,02/26/2020
2018CS10416,503100,02/16/2020,03/01/2020,02/19/2020
2018CS10416,626752,01/15/2020,01/29/2020,02/14/2020
2018CS10416,131959,01/12/2020,01/26/2020,01/12/2020
2018CS10416,655022,01/30/2020,02/13/2020,02/26/2020
2018CS50402,484302,01/22/2020,02/05/2020,02/27/2020
2018CS50402,616992,01/19/2020,02/02/2020,02/21/2020
2018CS50404,243760,01/09/2020,01/23/2020,01/15/2020
2018CS50404,235408,01/27/2020,02/10/2020,02/17/2020
2018CS50404,459474,01/18/2020,02/01/2020,02/24/2020
2018CS50404,762719,01/14/2020,01/28/2020,02/11/2020
2018CS50406,571689,02/04/2020,02/18/2020,02/10/2020
2018CS50406,372266,02/07/2020,02/21/2020,02/08/2020
2018CS50406,769845,02/13/2020,02/27/2020,02/21/2020
2018CS50406,71485,02/09/2020,02/23/2020,02/11/2020
2018CS50406,268713,02/02/2020,02/16/2020,02/11/2020
2018CS50411,288915,02/05/2020,02/19/2020,02/29/2020
2018CS50411,303146,02/11/2020,02/25/2020,02/14/2020
2018CS50414,80861,01/10/2020,01/24/2020,02/26/2020
2018CS50414,788515,01/01/2020,01/15/2020,01/27/2020
2018CS50414,582580,02/14/2020,02/28/2020,02/29/2020
2018CS50418,139196,01/22/2020,02/05/2020,01/24/2020
2018CS50418,752267,01/23/2020,02/06/2020,02/02/2020
2018CS50418,361827,01/05/2020,01/19/2020,01/24/2020
2018CS50418,836661,02/05/2020,02/19/2020,03/01/2020
2018CS50418,141690,02/24/2020,03/09/2020,03/03/2020
2018CS50422,634162,01/15/2020,01/29/2020,02/26/2020
2018CS50422,54717,02/14/2020,02/28/2020,02/19/2020
2018CS50422,211823,02/17/2020,03/02/2020,02/25/2020
2018CSZ8013,91199,01/31/2020,02/14/2020,02/14/2020
2018CSZ8013,698725,01/02/2020,01/16/2020,02/10/2020
2018CSZ8013,82874,02/26/2020,03/11/2020,03/01/2020
2018CSZ8013,319472,01/08/2020,01/22/2020,02/02/2020
2018CSZ8013,455287,01/12/2020,01/26/2020,02/19/2020
2018EE10078,928310,01/04/2020,01/18/2020,02/21/2020
2018EE10078,805016,02/26/2020,03/11/2020,03/01/2020
2018EE10078,660890,01/04/2020,01/18/2020,02/24/2020
2018EEZ8140,319697,01/11/2020,01/25/2020,02/09/2020
2018EEZ8140,688984,01/01/2020,01/15/2020,02/11/2020
2018EEZ8163,264244,01/25/2020,02/08/2020,02/26/2020
2018EEZ8163,712888,02/18/2020,03/03/2020,02/29/2020
2018EEZ8163,46456,02/13/2020,02/27/2020,03/03/2020
2018EEZ8163,30996,02/20/2020,03/05/2020,02/23/2020
2018EEZ8163,453356,02/20/2020,03/05/2020,03/03/2020
2018EEZ8166,812733,01/18/2020,02/01/2020,02/20/2020
2018EEZ8166,570377,01/08/2020,01/22/2020,02/06/2020
2018EEZ8166,227473,01/28/2020,02/11/2020,01/29/2020
2018EEZ8166,292320,01/16/2020,01/30/2020,03/03/2020
2018ESZ8056,154575,02/01/2020,02/15/2020,02/11/2020
2018ESZ8056,670127,02/24/2020,03/09/2020,02/25/2020
2018ESZ8056,627879,01/15/2020,01/29/2020,01/21/2020
2018ESZ8056,506351,02/15/2020,02/29/2020,02/24/2020
2018ESZ8056,484499,01/27/2020,02/10/2020,02/25/2020
2018HUZ8630,762116,01/14/2020,01/28/2020,02/28/2020
2018HUZ8630,420276,01/28/2020,02/11/2020,02/16/2020
2018ITZ8549,535224,02/25/2020,03/10/2020,03/01/2020
2018ITZ8549,330710,02/09/2020,02/23/2020,02/16/2020
2018JOP2871,968033,01/23/2020,02/06/2020,02/27/2020
2018JOP2871,353366,01/09/2020,01/23/2020,01/18/2020
2018JOP2871,268594,01/08/2020,01/22/2020,02/22/2020
2018JOP2871,815103,02/12/2020,02/26/2020,02/23/2020
2018JOP2871,168966,01/12/2020,01/26/2020,01/22/2020
2018MAZ8443,729221,01/25/2020,02/08/2020,02/28/2020
2018MAZ8443,438595,02/02/2020,02/16/2020,02/10/2020
2018MAZ8443,774837,02/01/2020,02/15/2020,02/05/2020
2018MAZ8443,703168,01/16/2020,01/30/2020,02/23/2020
2018MAZ8443,550542,01/09/2020,01/23/2020,03/03/2020
2018MAZ8446,808890,01/27/2020,02/10/2020,02/22/2020
2018MAZ8446,134513,02/24/2020,03/09/2020,02/25/2020
2018MAZ8446,218635,01/16/2020,01/30/2020,02/10/2020
2018MAZ8446,328971,01/29/2020,02/12/2020,02/07/2020
2018MAZ8447,33681,02/17/2020,03/02/2020,02/17/2020
2018MAZ8447,796745,01/24/2020,02/07/2020,02/04/2020
2018MAZ8447,568864,02/09/2020,02/23/2020,02/16/2020
2018MAZ8450,333851,02/05/2020,02/19/2020,02/28/2020
2018MAZ8450,943370,02/11/2020,02/25/2020,02/27/2020
2018MAZ8450,820308,02/02/2020,02/16/2020,02/16/2020
2018MAZ8450,668680,01/07/2020,01/21/2020,01/14/2020
2018MAZ8450,607536,02/11/2020,02/25/2020,02/24/2020
2018MAZ8451,439896,01/12/2020,01/26/2020,01/22/2020
2018MAZ8451,534863,01/30/2020,02/13/2020,02/26/2020
2018ME10161,186868,02/22/2020,03/07/2020,03/01/2020
2018ME10161,666256,02/23/2020,03/08/2020,02/23/2020
2018ME10161,952185,02/17/2020,03/02/2020,02/25/2020
2018ME10698,776685,02/16/2020,03/01/2020,02/24/2020
2018ME10698,208172,01/01/2020,01/15/2020,01/23/2020
2018ME10698,233466,02/07/2020,02/21/2020,02/24/2020
2018ME10698,351618,02/15/2020,02/29/2020,02/18/2020
2018ME10698,170709,02/01/2020,02/15/2020,03/02/2020
2018ME20663,365701,02/03/2020,02/17/2020,02/06/2020
2018ME20663,553216,02/10/2020,02/24/2020,02/13/2020
2018ME20663,478927,02/16/2020,03/01/2020,03/01/2020
2018ME20663,345921,02/07/2020,02/21/2020,02/22/2020
2018ME20668,157628,01/30/2020,02/13/2020,02/26/2020
2018ME20668,25692,01/13/2020,01/27/2020,02/28/2020
2018ME20668,211600,02/03/2020,02/17/2020,02/15/2020
2018ME20668,682394,02/11/2020,02/25/2020,02/16/2020
2018ME20673,613218,02/06/2020,02/20/2020,02/25/2020
2018ME20673,712532,02/23/2020,03/08/2020,02/24/2020
2018ME20673,581832,02/09/2020,02/23/2020,03/02/2020
2018ME20673,402831,02/09/2020,02/23/2020,02/16/2020
2018ME20673,287368,01/22/2020,02/05/2020,02/11/2020
2018ME20680,942507,02/12/2020,02/26/2020,02/19/2020
2018ME20680,237741,02/09/2020,02/23/2020,03/01/2020
2018ME20680,550912,01/02/2020,01/16/2020,01/03/2020
2018ME20692,166544,01/31/2020,02/14/2020,02/13/2020
2018ME20692,925494,01/27/2020,02/10/2020,02/09/2020
2018ME20695,559966,02/09/2020,02/23/2020,02/28/2020
2018ME20695,820755,01/27/2020,02/10/2020,02/20/2020
2018ME20704,929269,01/05/2020,01/19/2020,01/09/2020
2018ME20704,635439,01/31/2020,02/14/2020,02/24/2020
2018ME20717,681168,02/09/2020,02/23/2020,02/16/2020
2018ME20717,778313,02/15/2020,02/29/2020,02/28/2020
2018ME20722,134888,02/01/2020,02/15/2020,02/18/2020
2018ME20722,274562,01/18/2020,02/01/2020,02/13/2020
2018ME20722,321651,01/14/2020,01/28/2020,02/19/2020
2018MEE2809,757831,01/12/2020,01/26/2020,01/26/2020
2018MEE2809,520308,01/15/2020,01/29/2020,01/28/2020
2018MEE2811,13329,02/04/2020,02/18/2020,02/26/2020
2018MEE2811,774757,01/08/2020,01/22/2020,02/03/2020
2018MEE2811,897070,01/26/2020,02/09/2020,02/02/2020
2018MEE2811,303042,02/13/2020,02/27/2020,02/18/2020
2018MEE2811,142614,02/02/2020,02/16/2020,02/27/2020
2018MEE2812,416241,02/11/2020,02/25/2020,02/29/2020
2018MEE2812,846926,01/30/2020,02/13/2020,03/03/2020
2018MEE2812,105676,02/01/2020,02/15/2020,02/05/2020
2018MEE2812,928070,01/18/2020,02/01/2020,02/29/2020
2018MEE2812,328341,02/06/2020,02/20/2020,02/24/2020
2018MEE2813,892727,02/17/2020,03/02/2020,02/28/2020
2018MEE2813,198726,01/01/2020,01/15/2020,01/13/2020
2018MEE2813,153321,01/19/2020,02/02/2020,02/28/2020
2018MEE2813,636840,02/23/2020,03/08/2020,02/26/2020
2018MEE2813,816316,01/28/2020,02/11/2020,02/08/2020
2018MEE2816,803633,01/31/2020,02/14/2020,02/25/2020
2018MEE2816,631947,02/15/2020,02/29/2020,02/15/2020
2018MEE2816,695001,02/12/2020,02/26/2020,02/18/2020
2018MEP2780,217241,01/13/2020,01/27/2020,01/24/2020
2018MEP2780,647556,01/29/2020,02/12/2020,03/03/2020
2018MEP2780,162815,02/03/2020,02/17/2020,02/08/2020
2018MEP2780,376192,02/02/2020,02/16/2020,02/25/2020
2018MEP2782,103797,01/14/2020,01/28/2020,02/23/2020
2018MEP2782,645457,01/23/2020,02/06/2020,02/18/2020
2018MEP2782,385276,01/25/2020,02/08/2020,01/25/2020
2018MEP2784,479073,02/08/2020,02/22/2020,03/02/2020
2018MEP2784,843981,02/26/2020,03/11/2020,03/02/2020
2018MEP2790,276317,02/15/2020,02/29/2020,02/25/2020
2018MEP2790,962407,02/08/2020,02/22/2020,02/17/2020
2018MEP2790,433382,01/15/2020,01/29/2020,01/25/2020
2018MET2804,77566,01/25/2020,02/08/2020,02/14/2020
2018MET2804,215604,02/10/2020,02/24/2020,03/01/2020
2018MET2804,277352,02/20/2020,03/05/2020,02/25/2020
2018MET2804,861414,01/23/2020,02/06/2020,01/31/2020
2018MET2804,455043,01/21/2020,02/04/2020,02/17/2020
2018MET2869,920292,01/19/2020,02/02/2020,02/25/2020
2018MET2869,376463,01/21/2020,02/04/2020,02/03/2020
2018MET2869,373524,02/10/2020,02/24/2020,02/25/2020
2018MET2869,895567,01/18/2020,02/01/2020,02/05/2020
2018MEY7543,315545,02/13/2020,02/27/2020,02/20/2020
2018MEY7543,136455,02/13/2020,02/27/2020,02/24/2020
2018MEZ8261,741629,01/31/2020,02/14/2020,02/05/2020
2018MEZ8261,601087,02/14/2020,02/28/2020,02/16/2020
2018MEZ8261,669998,02/11/2020,02/25/2020,02/28/2020
2018MEZ8262,673346,02/16/2020,03/01/2020,02/18/2020
2018MEZ8262,300692,01/19/2020,02/02/2020,01/30/2020
2018MEZ8262,892416,02/21/2020,03/06/2020,02/26/2020
2018MEZ8271,377296,01/09/2020,01/23/2020,03/03/2020
2018MEZ8271,34632,01/18/2020,02/01/2020,02/23/2020
2018MEZ8271,255425,02/07/2020,02/21/2020,02/28/2020
2018MEZ8271,301513,01/13/2020,01/27/2020,02/01/2020
2018MEZ8580,5283,01/17/2020,01/31/2020,02/19/2020
2018MEZ8580,570597,02/22/2020,03/07/2020,02/26/2020
2018MEZ8580,95631,02/09/2020,02/23/2020,02/29/2020
2018MEZ8580,592802,01/10/2020,01/24/2020,02/22/2020
2018MEZ8581,716194,02/22/2020,03/07/2020,03/01/2020
2018MEZ8581,739217,02/07/2020,02/21/2020,02/20/2020
2018MEZ8582,614011,01/27/2020,02/10/2020,02/06/2020
2018MEZ8582,796805,02/06/2020,02/20/2020,02/29/2020
2018MEZ8585,326590,01/21/2020,02/04/2020,01/28/2020
2018MEZ8585,343798,02/13/2020,02/27/2020,02/20/2020
2018MEZ8585,257027,01/04/2020,01/18/2020,01/21/2020
2018MEZ8588,691375,02/24/2020,03/09/2020,02/27/2020
2018MEZ8588,943483,01/22/2020,02/05/2020,02/27/2020
2018MEZ8588,227022,01/18/2020,02/01/2020,01/31/2020
2018MEZ8588,171657,01/02/2020,01/16/2020,02/18/2020
2018MEZ8589,302749,02/12/2020,02/26/2020,02/29/2020
2018MEZ8589,137235,01/27/2020,02/10/2020,02/10/2020
2018MEZ8589,839127,01/07/2020,01/21/2020,01/19/2020
2018MEZ8589,5751,01/30/2020,02/13/2020,02/16/2020
2018MEZ8590,230996,01/20/2020,02/03/2020,02/22/2020
2018MEZ8590,783303,02/16/2020,03/01/2020,02/26/2020
2018MEZ8590,251361,02/02/2020,02/16/2020,03/03/2020
2018MEZ8591,817489,01/14/2020,01/28/2020,03/01/2020
2018MEZ8591,683895,01/16/2020,01/30/2020,01/27/2020
2018MEZ8594,592904,02/01/2020,02/15/2020,02/06/2020
2018MEZ8594,487295,01/02/2020,01/16/2020,01/06/2020
2018MEZ8596,151218,02/15/2020,02/29/2020,02/22/2020
2018MEZ8596,853676,01/15/2020,01/29/2020,02/15/2020
2018MEZ8596,542491,02/25/2020,03/10/2020,03/02/2020
2018MEZ8596,501344,01/24/2020,02/07/2020,02/12/2020
2018MEZ8596,644550,01/31/2020,02/14/2020,02/04/2020
2018MEZ8597,966219,02/18/2020,03/03/2020,02/28/2020
2018MEZ8597,272471,02/17/2020,03/02/2020,02/28/2020
2018MEZ8597,557581,01/15/2020,01/29/2020,01/21/2020
2018MEZ8597,49352,02/07/2020,02/21/2020,02/23/2020
2018MEZ8599,892195,02/13/2020,02/27/2020,02/21/2020
2018MEZ8599,908726,02/24/2020,03/09/2020,03/03/2020
2018MEZ8599,527556,02/16/2020,03/01/2020,03/02/2020
2018MEZ8599,77856,01/10/2020,01/24/2020,03/03/2020
2018MT10737,829498,01/30/2020,02/13/2020,02/05/2020
2018MT10737,925422,02/03/2020,02/17/2020,02/03/2020
2018MT10737,349852,01/06/2020,01/20/2020,02/18/2020
2018MT10740,910791,01/21/2020,02/04/2020,01/28/2020
2018MT10740,477276,02/22/2020,03/07/2020,03/01/2020
2018MT10740,753530,01/08/2020,01/22/2020,02/28/2020
2018MT10740,556787,01/20/2020,02/03/2020,02/21/2020
2018MT10740,490915,01/04/2020,01/18/2020,02/24/2020
2018MT10743,749390,02/04/2020,02/18/2020,02/29/2020
2018MT10743,9602,02/24/2020,03/09/2020,02/26/2020
2018MT10746,268073,02/02/2020,02/16/2020,02/25/2020
2018MT10746,876673,01/01/2020,01/15/2020,02/09/2020
2018MT10751,99706,01/29/2020,02/12/2020,02/20/2020
2018MT10751,943991,01/16/2020,01/30/2020,02/25/2020
2018MT10751,582904,01/01/2020,01/15/2020,02/13/2020
2018MT10751,271657,01/03/2020,01/17/2020,02/29/2020
2018MT10751,841101,01/26/2020,02/09/2020,02/07/2020
2018MT10756,920741,02/08/2020,02/22/2020,02/26/2020
2018MT10756,834763,02/02/2020,02/16/2020,02/25/2020
2018MT10756,733665,02/16/2020,03/01/2020,03/03/2020
2018MT10756,759912,02/11/2020,02/25/2020,02/11/2020
2018MT10756,818289,02/15/2020,02/29/2020,02/27/2020
2018MT10759,490229,01/19/2020,02/02/2020,02/14/2020
2018MT10759,637045,02/15/2020,02/29/2020,02/25/2020
2018MT10759,24633,02/24/2020,03/09/2020,03/03/2020
2018MT60776,462284,01/15/2020,01/29/2020,02/15/2020
2018MT60776,310401,01/02/2020,01/16/2020,02/24/2020
2018MT60776,499166,01/31/2020,02/14/2020,02/03/2020
2018MT60778,657963,02/08/2020,02/22/2020,02/27/2020
2018MT60778,927011,01/22/2020,02/05/2020,02/04/2020
2018MT60780,486403,02/13/2020,02/27/2020,02/24/2020
2018MT60780,684751,01/23/2020,02/06/2020,03/02/2020
2018MT60780,86922,02/20/2020,03/05/2020,02/26/2020
2018MT60780,219987,02/08/2020,02/22/2020,02/19/2020
2018MT60780,585845,02/10/2020,02/24/2020,02/29/2020
2018MT60785,438251,02/06/2020,02/20/2020,03/03/2020
2018MT60785,440898,01/30/2020,02/13/2020,02/15/2020
2018MT60785,507198,02/21/2020,03/06/2020,02/21/2020
2018MT60785,66756,01/29/2020,02/12/2020,02/15/2020
2018MT60785,938245,02/18/2020,03/03/2020,02/27/2020
2018PHA2345,891370,02/17/2020,03/02/2020,02/28/2020
2018PHA2345,291111,02/03/2020,02/17/2020,02/17/2020
2018PHA2345,162856,01/14/2020,01/28/2020,01/16/2020
2018PHA2345,884863,01/22/2020,02/05/2020,02/25/2020
2018PHA2345,341871,02/26/2020,03/11/2020,03/01/2020
2018PHA2347,641169,01/20/2020,02/03/2020,02/13/2020
2018PHA2347,152208,01/27/2020,02/10/2020,02/07/2020
2018PHA2347,124843,01/17/2020,01/31/2020,02/18/2020
2018PHA2347,341647,02/15/2020,02/29/2020,02/29/2020
2018PHA2350,331677,02/13/2020,02/27/2020,02/21/2020
2018PHA2350,390383,02/10/2020,02/24/2020,02/16/2020
2018PHA2350,97181,01/30/2020,02/13/2020,02/14/2020
2018PHA2350,422835,02/16/2020,03/01/2020,02/23/2020
2018PHA2350,85681,02/11/2020,02/25/2020,02/29/2020
2018PHA2352,441660,01/27/2020,02/10/2020,02/17/2020
2018PHA2352,279404,01/16/2020,01/30/2020,02/26/2020
2018PHA2352,934128,01/09/2020,01/23/2020,02/02/2020
2018PHA2352,729672,02/12/2020,02/26/2020,02/27/2020
2018PHA2353,450043,01/08/2020,01/22/2020,01/28/2020
2018PHA2353,245180,01/28/2020,02/11/2020,02/27/2020
2018PHA2353,606572,02/13/2020,02/27/2020,02/24/2020
2018PHA2353,259027,01/17/2020,01/31/2020,02/26/2020
2018PHA2360,213168,01/23/2020,02/06/2020,02/21/2020
2018PHA2360,912968,02/22/2020,03/07/2020,02/25/2020
2018PHA2360,720021,02/26/2020,03/11/2020,02/26/2020
2018PHA2362,204472,02/17/2020,03/02/2020,02/27/2020
2018PHA2362,377296,02/22/2020,03/07/2020,02/25/2020
2018PHA2365,889822,01/24/2020,02/07/2020,01/31/2020
2018PHA2365,211256,02/09/2020,02/23/2020,02/11/2020
2018PHA2365,647206,01/27/2020,02/10/2020,03/01/2020
2018PHA2365,134414,01/16/2020,01/30/2020,02/29/2020
2018PHA2366,736541,01/31/2020,02/14/2020,02/02/2020
2018PHA2366,347681,02/15/2020,02/29/2020,02/26/2020
2018PHA2366,329908,01/09/2020,01/23/2020,02/04/2020
2018PHZ2357,251980,02/09/2020,02/23/2020,02/14/2020
2018PHZ2357,335182,01/09/2020,01/23/2020,01/31/2020
2018PHZ2357,586747,02/14/2020,02/28/2020,02/14/2020
2018PHZ2357,26332,01/08/2020,01/22/2020,01/08/2020
2018PHZ8410,58881,02/22/2020,03/07/2020,02/23/2020
2018PHZ8410,562525,02/03/2020,02/17/2020,02/18/2020
2018PHZ8410,694817,01/03/2020,01/17/2020,02/04/2020
2018PHZ8411,326147,02/18/2020,03/03/2020,02/27/2020
2018PHZ8411,199906,02/22/2020,03/07/2020,02/23/2020
2018PHZ8411,343798,02/23/2020,03/08/2020,02/27/2020
2018PHZ8412,260848,02/06/2020,02/20/2020,02/20/2020
2018PHZ8412,130369,02/20/2020,03/05/2020,02/29/2020
2018PHZ8412,235918,01/14/2020,01/28/2020,01/25/2020
2018PHZ8412,70731,01/13/2020,01/27/2020,01/26/2020
2018PHZ8412,522419,02/06/2020,02/20/2020,02/19/2020
2018PHZ8414,539509,01/31/2020,02/14/2020,03/03/2020
2018PHZ8414,323708,01/13/2020,01/27/2020,01/26/2020
2018PHZ8414,654807,01/30/2020,02/13/2020,02/19/2020
2018PHZ8414,411105,02/21/2020,03/06/2020,02/21/2020
2018PHZ8414,835974,02/04/2020,02/18/2020,02/25/2020
2018PHZ8415,943708,01/11/2020,01/25/2020,02/16/2020
2018PHZ8415,906661,01/21/2020,02/04/2020,02/01/2020
2018PHZ8415,345691,02/18/2020,03/03/2020,03/03/2020
2018PHZ8415,873368,02/26/2020,03/11/2020,03/02/2020
2018PHZ8417,569493,01/07/2020,01/21/2020,01/10/2020
2018PHZ8417,133733,01/14/2020,01/28/2020,01/16/2020
2018PHZ8417,953951,02/03/2020,02/17/2020,02/17/2020
2018PHZ8417,29749,01/18/2020,02/01/2020,02/23/2020
2018PHZ8419,971785,02/05/2020,02/19/2020,02/14/2020
2018PHZ8419,44062,01/11/2020,01/25/2020,01/12/2020
2018PHZ8419,845611,02/15/2020,02/29/2020,02/19/2020
2018PHZ8419,111716,02/25/2020,03/10/2020,03/01/2020
2018PHZ8419,529129,02/21/2020,03/06/2020,02/29/2020
2018PHZ8421,702659,02/04/2020,02/18/2020,02/26/2020
2018PHZ8421,529357,01/13/2020,01/27/2020,01/16/2020
2018PHZ8421,751992,01/24/2020,02/07/2020,02/21/2020
2018PHZ8421,312859,02/05/2020,02/19/2020,03/02/2020
2018PHZ8427,623160,01/12/2020,01/26/2020,03/01/2020
2018PHZ8427,330310,02/21/2020,03/06/2020,02/28/2020
2018PHZ8427,79148,01/01/2020,01/15/2020,01/26/2020
2018PHZ8427,927152,01/20/2020,02/03/2020,01/25/2020
2018PHZ8427,315313,01/04/2020,01/18/2020,02/10/2020
2018PHZ8428,96114,01/06/2020,01/20/2020,01/15/2020
2018PHZ8428,291519,02/25/2020,03/10/2020,02/26/2020
2018PHZ8429,606123,02/22/2020,03/07/2020,03/01/2020
2018PHZ8429,9892,01/20/2020,02/03/2020,01/29/2020
2018PHZ8429,686786,01/09/2020,01/23/2020,01/23/2020
2018PHZ8431,853612,01/02/2020,01/16/2020,01/31/2020
2018PHZ8431,235756,01/03/2020,01/17/2020,02/05/2020
2018PHZ8431,535885,01/11/2020,01/25/2020,01/25/2020
2018PHZ8433,925819,01/17/2020,01/31/2020,02/10/2020
2018PHZ8433,176525,01/17/2020,01/31/2020,01/18/2020
2018PHZ8433,733301,02/15/2020,02/29/2020,02/16/2020
2018PHZ8435,527436,02/20/2020,03/05/2020,02/29/2020
2018PHZ8435,877187,01/29/2020,02/12/2020,02/16/2020
2018PHZ8435,723215,01/14/2020,01/28/2020,01/29/2020
2018PHZ8435,956869,01/17/2020,01/31/2020,02/05/2020
2018PHZ8435,486006,01/13/2020,01/27/2020,02/11/2020
2018QIZ8618,273393,01/13/2020,01/27/2020,02/06/2020
2018QIZ8618,566932,01/09/2020,01/23/2020,03/03/2020
2018QIZ8618,624771,02/23/2020,03/08/2020,02/29/2020
2018QIZ8618,816676,02/09/2020,02/23/2020,02/26/2020
2018RDZ8637,539795,02/06/2020,02/20/2020,03/02/2020
2018RDZ8637,510329,01/20/2020,02/03/2020,02/07/2020
2018RDZ8637,684546,02/07/2020,02/21/2020,02/28/2020
2018RDZ8638,251361,02/07/2020,02/21/2020,03/02/2020
2018RDZ8638,717275,01/25/2020,02/08/2020,02/05/2020
2018RDZ8638,792098,01/16/2020,01/30/2020,01/21/2020
2018RDZ8638,447407,02/13/2020,02/27/2020,02/27/2020
2018RDZ8640,817559,02/02/2020,02/16/2020,02/29/2020
2018RDZ8640,33478,02/02/2020,02/16/2020,02/20/2020
2018RDZ8640,446114,01/23/2020,02/06/2020,01/24/2020
2018RDZ8640,591402,02/20/2020,03/05/2020,02/23/2020
2018RDZ8652,911762,01/20/2020,02/03/2020,02/15/2020
2018RDZ8652,655958,01/17/2020,01/31/2020,02/25/2020
2018RDZ8652,436204,02/15/2020,02/29/2020,02/15/2020
2018RDZ8652,466629,01/22/2020,02/05/2020,02/01/2020
2018RDZ8652,558944,01/11/2020,01/25/2020,02/14/2020
2018SMF6594,926915,01/14/2020,01/28/2020,01/18/2020
2018SMF6594,956158,02/14/2020,02/28/2020,02/18/2020
2018SMF6594,131125,01/17/2020,01/31/2020,02/17/2020
2018SMF6594,701949,02/17/2020,03/02/2020,02/17/2020
2018SMF6614,247169,01/20/2020,02/03/2020,02/19/2020
2018SMF6614,753658,01/13/2020,01/27/2020,02/06/2020
2018SMF6615,908952,02/02/2020,02/16/2020,02/23/2020
2018SMF6615,173193,01/06/2020,01/20/2020,02/10/2020
2018SMF6615,695999,01/29/2020,02/12/2020,03/02/2020
2018SMF6616,519997,01/01/2020,01/15/2020,01/19/2020
2018SMF6616,871359,01/12/2020,01/26/2020,01/25/2020
2018SMF6618,817133,01/16/2020,01/30/2020,02/03/2020
2018SMF6618,154105,02/08/2020,02/22/2020,03/02/2020
2018SMF6618,185837,02/17/2020,03/02/2020,03/02/2020
2018SMF6618,823009,02/24/2020,03/09/2020,02/27/2020
2018SMF6618,900526,02/24/2020,03/09/2020,02/29/2020
2018SMF6620,401879,01/27/2020,02/10/2020,02/16/2020
2018SMF6620,365985,02/07/2020,02/21/2020,02/17/2020
2018SMF6621,663042,01/13/2020,01/27/2020,03/01/2020
2018SMF6621,309451,02/01/2020,02/15/2020,02/16/2020
2018SMF6622,803922,02/10/2020,02/24/2020,02/29/2020
2018SMF6622,187302,02/20/2020,03/05/2020,03/01/2020
2018SMF6622,14656,02/24/2020,03/09/2020,02/24/2020
2018SMF6623,76970,01/07/2020,01/21/2020,02/15/2020
2018SMF6623,252979,02/07/2020,02/21/2020,02/13/2020
2018SMF6623,880093,01/02/2020,01/16/2020,01/15/2020
2018SMF6623,288613,01/29/2020,02/12/2020,02/21/2020
2018SMF6624,453545,02/02/2020,02/16/2020,02/23/2020
2018SMF6624,860801,01/31/2020,02/14/2020,03/03/2020
2018SMF6624,57408,01/28/2020,02/11/2020,02/02/2020
2018SMF6624,305065,02/21/2020,03/06/2020,02/29/2020
2018SMF6624,627181,02/26/2020,03/11/2020,02/29/2020
2018SMZ8531,476825,02/25/2020,03/10/2020,03/02/2020
2018SMZ8531,271057,01/28/2020,02/11/2020,02/09/2020
2018SMZ8531,720129,02/23/2020,03/08/2020,02/28/2020
2018SMZ8535,841599,01/17/2020,01/31/2020,01/31/2020
2018SMZ8535,400290,01/26/2020,02/09/2020,02/21/2020
2018SMZ8541,198150,01/27/2020,02/10/2020,02/27/2020
2018SMZ8541,663130,01/29/2020,02/12/2020,02/22/2020
2018SMZ8542,399311,01/29/2020,02/12/2020,02/29/2020
2018SMZ8542,647724,02/12/2020,02/26/2020,02/29/2020
2018SMZ8544,842388,01/20/2020,02/03/2020,01/24/2020
2018SMZ8544,168874,02/14/2020,02/28/2020,02/17/2020
2018SMZ8544,547048,01/28/2020,02/11/2020,02/28/2020
2018SMZ8544,577793,01/06/2020,01/20/2020,02/08/2020
2018SMZ8544,585290,02/07/2020,02/21/2020,02/13/2020
2018TT10868,711294,02/03/2020,02/17/2020,02/07/2020
2018TT10868,592802,01/05/2020,01/19/2020,02/27/2020
2018TT10868,285804,01/28/2020,02/11/2020,02/02/2020
2018TT10868,109961,02/14/2020,02/28/2020,02/14/2020
2018TT10868,834898,01/20/2020,02/03/2020,01/26/2020
2018TT10876,59358,02/04/2020,02/18/2020,02/25/2020
2018TT10876,493269,02/22/2020,03/07/2020,02/28/2020
2018TT10884,368429,02/21/2020,03/06/2020,02/26/2020
2018TT10884,554337,02/10/2020,02/24/2020,02/13/2020
2018TT10884,332296,01/06/2020,01/20/2020,01/31/2020
2018TT10904,789417,02/07/2020,02/21/2020,02/16/2020
2018TT10904,847111,01/15/2020,01/29/2020,02/08/2020
2018TT10904,190303,01/23/2020,02/06/2020,02/11/2020
2018TT10904,833992,01/28/2020,02/11/2020,02/16/2020
2018TT10904,674404,01/07/2020,01/21/2020,02/25/2020
2018TT10913,628026,02/05/2020,02/19/2020,02/13/2020
2018TT10913,293688,01/26/2020,02/09/2020,02/02/2020
